time,open,high,low,close,volume
2019-12-12 05:00:00,138.75,138.8,138.75,138.79,990
2019-12-12 06:00:00,138.81,138.93,138.81,138.89,900
2019-12-12 07:00:00,138.91,138.95,138.91,138.95,3641
2019-12-12 08:00:00,138.9,139.24,138.9,138.95,30563
2019-12-12 09:00:00,138.92,139.75,138.87,139.66,135250
2019-12-12 10:00:00,139.67,140.02,138.28,138.32,2065973
2019-12-12 11:00:00,138.33,138.47,137.95,138.14,2138742
2019-12-12 12:00:00,138.13,138.44,137.95,138.27,908191
2019-12-12 13:00:00,138.28,138.535,138.16,138.24,576650
2019-12-12 14:00:00,138.24,138.4,138.16,138.26,755484
2019-12-12 15:00:00,138.26,138.46,137.88,138.42,1187015
2019-12-12 16:00:00,138.41,138.5,138.315,138.44,795777
2019-12-12 17:00:00,138.43,138.975,138.4,138.42,51382
2019-12-12 18:00:00,138.46,138.49,138.4,138.43,31981
2019-12-12 19:00:00,138.34,138.34,137.73,137.95,5974
2019-12-12 20:00:00,138.05,138.05,137.96,138.05,536
2019-12-12 20:00:00,138.05,138.05,137.96,138.05,536
2019-12-12 20:00:00,138.05,138.05,137.96,138.05,536
2019-12-12 20:00:00,138.05,138.05,137.96,138.05,536
2019-12-12 20:00:00,138.05,138.05,137.96,138.05,536
2019-12-12 20:00:00,138.05,138.05,137.96,138.05,536
2019-12-12 20:00:00,138.05,138.05,137.96,138.05,536
2019-12-12 20:00:00,138.05,138.05,137.96,138.05,536
2019-12-12 20:00:00,138.05,138.05,137.96,138.05,536
2019-12-13 05:00:00,138.51,138.73,138.3,138.6,2579
2019-12-13 06:00:00,138.59,138.59,138.48,138.49,18095
2019-12-13 07:00:00,138.59,138.69,138.55,138.55,12093
2019-12-13 08:00:00,138.55,138.96,138.5,138.9,41170
2019-12-13 09:00:00,138.65,138.83,138.15,138.31,155685
2019-12-13 10:00:00,138.35,138.81,138.23,138.74,606071
2019-12-13 11:00:00,138.73,138.78,137.98,138.6835,2167260
2019-12-13 12:00:00,138.7,139.19,138.63,138.96,785668
2019-12-13 13:00:00,138.95,139.0125,138.85,138.895,453434
2019-12-13 14:00:00,138.9077,139.18,138.89,139.098,373876
2019-12-13 15:00:00,139.1,139.21,139.0725,139.1349,242211
2019-12-13 16:00:00,139.12,139.12,138.89,139.08,972591
2019-12-13 17:00:00,139.05,139.05,138.94,139.05,27366
2019-12-13 17:00:00,139.05,139.05,138.94,139.05,27366
2019-12-13 19:00:00,139.05,139.05,139.05,139.05,14456
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-13 20:00:00,138.87,138.87,138.87,138.87,1000
2019-12-16 05:00:00,138.94,139.13,138.94,139.09,4422
2019-12-16 06:00:00,139.13,139.2,139.12,139.12,2320
2019-12-16 07:00:00,139.15,139.17,139.15,139.17,3000
2019-12-16 08:00:00,139.02,139.15,139.02,139.1,15434
2019-12-16 09:00:00,139.02,139.34,139.01,139.26,7606
2019-12-16 10:00:00,139.18,139.3,139.1,139.245,624854
2019-12-16 11:00:00,139.2385,139.39,138.9,138.9169,1096532
2019-12-16 12:00:00,138.91,138.96,138.8,138.88,974667
