2020-01-04 17,7353.72
2020-01-04 18,7354.42
2020-01-04 19,7357.5
2020-01-04 20,7381.29
2020-01-04 21,7461.38
2020-01-04 22,7450.4
2020-01-04 23,7478
2020-01-05 00,7462.44
2020-01-05 01,7467
2020-01-05 02,7470.15
2020-01-05 03,7472.29
2020-01-05 04,7437.01
2020-01-05 05,7432.54
2020-01-05 06,7426.64
2020-01-05 07,7431.14
2020-01-05 08,7462.79
2020-01-05 09,7442.84
2020-01-05 10,7443.32
2020-01-05 11,7472.59
2020-01-05 12,7465.29
2020-01-05 13,7474.19
2020-01-05 14,7442.45
2020-01-05 15,7451.64
2020-01-05 16,7439.36
2020-01-05 17,7373.17
2020-01-05 18,7355.51
2020-01-05 19,7359.96
2020-01-05 20,7381.95
2020-01-05 21,7424.79
2020-01-05 22,7550.59
2020-01-05 23,7544.16
2020-01-06 00,7536.47
2020-01-06 01,7529.37
2020-01-06 02,7519.64
2020-01-06 03,7514.4
2020-01-06 04,7553.89
2020-01-06 05,7548.23
2020-01-06 06,7568.03
2020-01-06 07,7544.2
2020-01-06 08,7560.01
2020-01-06 09,7532.71
2020-01-06 10,7551.89
2020-01-06 11,7531.52
2020-01-06 12,7535.49
2020-01-06 13,7563.15
2020-01-06 14,7537.36
2020-01-06 15,7546.62
2020-01-06 16,7553.8
2020-01-06 17,7583.42
2020-01-06 18,7722.67
2020-01-06 19,7762.69
2020-01-06 20,7887.75
2020-01-06 21,7906.79
2020-01-06 22,7902.7
2020-01-06 23,7897.99
2020-01-07 00,7849.84
2020-01-07 01,7877.7
2020-01-07 02,7875.67
2020-01-07 03,7880.33
2020-01-07 04,7884.45
2020-01-07 05,7861.55
2020-01-07 06,7887.31
2020-01-07 07,7898.87
2020-01-07 08,7873.35
2020-01-07 09,7859.12
2020-01-07 10,7856.6
2020-01-07 11,7772.96
2020-01-07 12,7923.34
2020-01-07 13,7944.63
2020-01-07 14,8044.1
2020-01-07 15,8080.54
2020-01-07 16,8168.12
2020-01-07 17,8024.31
2020-01-07 18,8044.66
2020-01-07 19,8160.36
2020-01-07 20,8440.71
2020-01-07 21,8376.36
2020-01-07 22,8288.83
2020-01-07 23,8302.78
2020-01-08 00,8345.48
2020-01-08 01,8335.31
2020-01-08 02,8338.56
2020-01-08 03,8303.25
2020-01-08 04,8315.59
2020-01-08 05,8300.09
2020-01-08 06,8336.8
2020-01-08 07,8338.64
2020-01-08 08,8283.93
2020-01-08 09,8386.36
2020-01-08 10,8301.55
2020-01-08 11,8304.03
2020-01-08 12,8114.05
2020-01-08 13,8086.04
2020-01-08 14,8050.53
2020-01-08 15,7973.03
2020-01-08 16,8045.45
2020-01-08 17,8004.03
2020-01-08 18,8068.61
2020-01-08 19,8045.15
2020-01-08 20,7957.64
2020-01-08 21,7997.34
2020-01-08 22,7979.88
2020-01-08 23,7949.15
2020-01-09 00,7970.15
2020-01-09 01,7942.72
2020-01-09 02,7914.7
2020-01-09 03,7946.42
2020-01-09 04,7939.9
2020-01-09 05,7876.68
2020-01-09 06,7892.86
2020-01-09 07,7874.17
2020-01-09 08,7894.52
2020-01-09 09,7895.97
2020-01-09 10,7885.17
2020-01-09 11,7905.28
2020-01-09 12,7827.26
2020-01-09 13,7797.43
2020-01-09 14,7814.95
2020-01-09 15,7917.05
2020-01-09 16,7828.74
2020-01-09 17,7789.05
2020-01-09 18,7810.28
2020-01-09 19,7817.35
2020-01-09 20,7823.36
2020-01-09 21,7799.03
2020-01-09 22,7797.11
2020-01-09 23,7809.51
2020-01-10 00,7791.77
2020-01-10 01,7743.14
2020-01-10 02,7742.67
2020-01-10 03,7743.04
2020-01-10 04,7700.13
2020-01-10 05,7724.16
2020-01-10 06,7773.78
2020-01-10 07,7838.12
2020-01-10 08,7894.42
2020-01-10 09,7876.77
2020-01-10 10,7978.93
2020-01-10 11,8068.81
2020-01-10 12,7948.86
2020-01-10 13,7970.6
2020-01-10 14,8022.84
2020-01-10 15,8068.82
2020-01-10 16,8071.56
2020-01-10 17,8047.71
2020-01-10 18,8090.58
2020-01-10 19,8190.31
2020-01-10 20,8168.21
2020-01-10 21,8207.21
2020-01-10 22,8206.29
2020-01-10 23,8160.1
2020-01-11 00,8119.81
2020-01-11 01,8085.43
2020-01-11 02,8118.29
2020-01-11 03,8074.84
2020-01-11 04,8059.32
2020-01-11 05,8113.84
2020-01-11 06,8054.12
2020-01-11 07,8039.22
2020-01-11 08,8054.41
2020-01-11 09,8090.32
2020-01-11 10,8055.35
2020-01-11 11,8095.66
2020-01-11 12,8165.17
2020-01-11 13,8161.26
2020-01-11 14,8162.24
2020-01-11 15,8156.66
2020-01-11 16,8160.79
2020-01-11 17,8110.83
2020-01-11 18,8075.69
2020-01-11 19,8024.58
2020-01-11 20,8066.81
2020-01-11 21,8059.69
2020-01-11 22,8091.11
2020-01-11 23,8087.8
2020-01-12 00,8072.12
2020-01-12 01,8102.14
2020-01-12 02,8087.86
2020-01-12 03,8097.14
2020-01-12 04,8139.38
2020-01-12 05,8131.2
2020-01-12 06,8125.44
2020-01-12 07,8110.62
2020-01-12 08,8133.52
2020-01-12 09,8167.1
2020-01-12 10,8137.41
2020-01-12 11,8154.4
2020-01-12 12,8103.88
2020-01-12 13,8108.64
2020-01-12 14,8119.43
2020-01-12 15,8129.16
2020-01-12 16,8141.98
2020-01-12 17,8103.1
2020-01-12 18,8156.65
2020-01-12 19,8181.49
2020-01-12 20,8150.8
2020-01-12 21,8150.25
2020-01-12 22,8116.19
2020-01-12 23,8108.63
2020-01-13 00,8117.52
2020-01-13 01,8090.87
2020-01-13 02,8062.16
2020-01-13 03,8074.16
2020-01-13 04,8121.64
2020-01-13 05,8108.65
2020-01-13 06,8117.37
2020-01-13 07,8079.43
2020-01-13 08,8089.43
2020-01-13 09,8086.44
2020-01-13 10,8090.39
2020-01-13 11,8087.08
2020-01-13 12,8102.65
2020-01-13 13,8098.42
2020-01-13 14,8103.69
